operateur;annee;filiere;code_categorie_consommation;libelle_categorie_consommation;code_grand_secteur;libelle_grand_secteur;code_naf;libelle_secteur_naf2;conso;pdl;indqual;nombre_mailles_secretisees;code_region;libelle_region
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;10;Industries alimentaires;2075955.296;243;0.0;0;53;Bretagne
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;14;Industrie de l'habillement;4500.80312;4;0.0;0;53;Bretagne
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;23;Fabrication d'autres produits minéraux non métalliques;75111.84152;20;0.0;0;53;Bretagne
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;88713.26481;38;0.0;0;53;Bretagne
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;31;Fabrication de meubles;1779.71458;5;0.0;0;53;Bretagne
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;42;Génie civil;6639.58716;3;0.0;0;53;Bretagne
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;46;Commerce de gros, à l'exception des automobiles et des motocycles;154275.4406;57;0.0;0;53;Bretagne
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;66;Activités auxiliaires de services financiers et d'assurance;7742.50284;5;0.0;0;53;Bretagne
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;69;Activités juridiques et comptables;937.60416;1;0.0;0;53;Bretagne
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";8987.91082;14;0.0;0;53;Bretagne
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;72;Recherche-développement scientifique;15519.48843;10;0.0;0;53;Bretagne
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;85;Enseignement;285225.3702;412;0.0;0;53;Bretagne
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;96;Autres services personnels;37590.32982;21;0.0;0;53;Bretagne
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;11;Fabrication de boissons;200856.7842;83;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;16;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";68027.23991;32;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;17;Industrie du papier et du carton;61813.86308;24;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;19;Cokéfaction et raffinage;4282.02747;2;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;20;Industrie chimique;108126.5829;35;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;32;Autres industries manufacturières;7218.49316;6;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;1177289.444;831;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;42;Génie civil;46156.74736;9;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;43;Travaux de construction spécialisés;80591.01407;124;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;8;0;5371.98703;2;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;;0;188965.4684;108;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;45;Commerce et réparation d'automobiles et de motocycles;34301.65289;91;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;47;Commerce de détail, à l'exception des automobiles et des motocycles;91191.2919;212;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;52;Entreposage et services auxiliaires des transports;21632.1287;18;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;55;Hébergement;47827.28377;113;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;59;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";262.38606;2;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;61;Télécommunications;2054.2647;9;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;68;Activités immobilières;141309.3172;244;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";10802.0694;14;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;86;Activités pour la santé humaine;337220.6125;171;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;88;Action sociale sans hébergement;59592.25383;123;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;95;Réparation d'ordinateurs et de biens personnels et domestiques;114.42764;1;0.0;0;75;Nouvelle-Aquitaine
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;10;Industries alimentaires;399772.515;140;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;23;Fabrication d'autres produits minéraux non métalliques;219446.9465;42;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;24;Métallurgie;133013.2352;11;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;96302.35259;88;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;26;Fabrication de produits informatiques, électroniques et optiques;7127.40763;6;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;27;Fabrication d'équipements électriques;9805.72012;10;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;29;Industrie automobile;3208.15403;9;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;30;Fabrication d'autres matériels de transport;33740.19847;25;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;32;Autres industries manufacturières;1427.84589;3;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;41;Construction de bâtiments;8931.52542;9;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;42;Génie civil;6701.80154;6;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;33;Réparation et installation de machines et d'équipements;32458.76207;20;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;36;Captage, traitement et distribution d'eau;8671.15247;8;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;47;Commerce de détail, à l'exception des automobiles et des motocycles;78324.40081;166;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;55;Hébergement;54616.92733;157;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;56;Restauration;10673.3696;49;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;64;Activités des services financiers, hors assurance et caisses de retraite;20505.65508;30;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;72;Recherche-développement scientifique;54116.85329;30;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;74;Autres activités spécialisées, scientifiques et techniques;567.34672;4;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;81;Services relatifs aux bâtiments et aménagement paysager;22729.67833;33;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;90;Activités créatives, artistiques et de spectacle;3371.59307;9;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;X;Secteur Inconnu;;0;6781.26361;480;0.0;0;76;Occitanie
GRDF;2021;Gaz;RES;Résidentiel;R;Résidentiel;;0;8218589.379;850222;0.0;0;76;Occitanie
GRDF;2021;Gaz;ENT;Entreprises;A;Agriculture;1;0;64222.63617;86;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;16;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";64865.26216;31;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;18;Imprimerie et reproduction d'enregistrements;97026.23084;31;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;21;Industrie pharmaceutique;167740.1514;32;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;24;Métallurgie;231154.4883;55;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;36;Captage, traitement et distribution d'eau;6636.85235;9;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;39;Dépollution et autres services de gestion des déchets;4966.974;1;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;56;Restauration;19642.62418;109;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;60;Programmation et diffusion;2132.22278;2;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;63;Services d'information;2504.31562;4;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;73;Publicité et études de marché;2570.31413;6;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;88;Action sociale sans hébergement;104610.6631;180;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;90;Activités créatives, artistiques et de spectacle;4856.22327;13;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;94;Activités des organisations associatives;56160.76334;114;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;PRO;Petits professionels;A;Agriculture;;0;29872.04934;647;0.0;0;84;Auvergne-Rhône-Alpes
GRDF;2021;Gaz;ENT;Entreprises;I;Industrie;29;Industrie automobile;4965.21048;4;0.0;0;93;Provence-Alpes-Côte d'Azur
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;38;"Collecte, traitement et élimination des déchets ; récupération";8299.7664;5;0.0;0;93;Provence-Alpes-Côte d'Azur
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;47;Commerce de détail, à l'exception des automobiles et des motocycles;37016.86979;70;0.0;0;93;Provence-Alpes-Côte d'Azur
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;49;Transports terrestres et transport par conduites;50224.96902;37;0.0;0;93;Provence-Alpes-Côte d'Azur
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;65;Assurance;1483.6878;2;0.0;0;93;Provence-Alpes-Côte d'Azur
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;74;Autres activités spécialisées, scientifiques et techniques;3966.24687;2;0.0;0;93;Provence-Alpes-Côte d'Azur
GRDF;2021;Gaz;ENT;Entreprises;T;Tertiaire;87;Hébergement médico-social et social;192384.5103;321;0.0;0;93;Provence-Alpes-Côte d'Azur
GreenAlp;2021;Gaz;ENT_PRO;0;T;Tertiaire;;0;492.0;12;0.5;0;27;Bourgogne-Franche-Comté
GRT Gaz;2021;Gaz;ENT;Entreprises;I;Industrie;8;0;30134.7019;2;0.0;0;11;Île-de-France
GRT Gaz;2021;Gaz;ENT;Entreprises;I;Industrie;22;Fabrication de produits en caoutchouc et en plastique;65016.61777;2;0.0;0;24;Centre-Val de Loire
GRT Gaz;2021;Gaz;ENT;Entreprises;I;Industrie;30;Fabrication d'autres matériels de transport;10671.37776;1;0.0;0;24;Centre-Val de Loire
GRT Gaz;2021;Gaz;ENT;Entreprises;I;Industrie;22;Fabrication de produits en caoutchouc et en plastique;62587.06888;1;0.0;0;27;Bourgogne-Franche-Comté
GRT Gaz;2021;Gaz;ENT;Entreprises;I;Industrie;10;Industries alimentaires;7955697.871;26;0.0;0;32;Hauts-de-France
GRT Gaz;2021;Gaz;ENT;Entreprises;I;Industrie;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;13764430.73;15;0.0;0;32;Hauts-de-France
GRT Gaz;2021;Gaz;ENT;Entreprises;T;Tertiaire;72;Recherche-développement scientifique;3293.905608;1;0.0;0;32;Hauts-de-France
GRT Gaz;2021;Gaz;ENT;Entreprises;I;Industrie;10;Industries alimentaires;4187929.862;19;0.0;0;44;Grand Est
GRT Gaz;2021;Gaz;ENT;Entreprises;I;Industrie;13;Fabrication de textiles;3440.836637;1;0.0;0;44;Grand Est
GRT Gaz;2021;Gaz;ENT;Entreprises;I;Industrie;23;Fabrication d'autres produits minéraux non métalliques;3048391.933;21;0.0;0;44;Grand Est
GRT Gaz;2021;Gaz;ENT;Entreprises;T;Tertiaire;52;Entreposage et services auxiliaires des transports;5520.008434;1;0.0;0;53;Bretagne
GRT Gaz;2021;Gaz;ENT;Entreprises;I;Industrie;10;Industries alimentaires;66408.05346;2;0.0;0;75;Nouvelle-Aquitaine
GRT Gaz;2021;Gaz;ENT;Entreprises;I;Industrie;27;Fabrication d'équipements électriques;10604.88698;1;0.0;0;84;Auvergne-Rhône-Alpes
GRT Gaz;2021;Gaz;ENT;Entreprises;I;Industrie;19;Cokéfaction et raffinage;5249350.826;6;0.0;0;93;Provence-Alpes-Côte d'Azur
GRT Gaz;2021;Gaz;ENT;Entreprises;I;Industrie;23;Fabrication d'autres produits minéraux non métalliques;738765.1915;9;0.0;0;93;Provence-Alpes-Côte d'Azur
GRT Gaz;2021;Gaz;ENT;Entreprises;T;Tertiaire;72;Recherche-développement scientifique;80582.9384;1;0.0;0;93;Provence-Alpes-Côte d'Azur
Regaz Bordeaux;2021;Gaz;ENT;Entreprises;I;Industrie;16;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";929.0;1;0.99;0;75;Nouvelle-Aquitaine
Regaz Bordeaux;2021;Gaz;ENT;Entreprises;I;Industrie;27;Fabrication d'équipements électriques;24354.0;3;0.99;0;75;Nouvelle-Aquitaine
Regaz Bordeaux;2021;Gaz;ENT;Entreprises;T;Tertiaire;33;Réparation et installation de machines et d'équipements;2949.0;3;0.99;0;75;Nouvelle-Aquitaine
Regaz Bordeaux;2021;Gaz;ENT;Entreprises;T;Tertiaire;53;Activités de poste et de courrier;2848.0;4;0.99;0;75;Nouvelle-Aquitaine
Regaz Bordeaux;2021;Gaz;ENT;Entreprises;T;Tertiaire;59;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";586.0;1;0.99;0;75;Nouvelle-Aquitaine
Regaz Bordeaux;2021;Gaz;ENT;Entreprises;T;Tertiaire;81;Services relatifs aux bâtiments et aménagement paysager;4803.0;5;0.99;0;75;Nouvelle-Aquitaine
Regaz Bordeaux;2021;Gaz;ENT;Entreprises;T;Tertiaire;84;"Administration publique et défense ; sécurité sociale obligatoire";136400.0;173;0.99;0;75;Nouvelle-Aquitaine
Regaz Bordeaux;2021;Gaz;ENT;Entreprises;X;Secteur Inconnu;;0;4117.0;4;0.99;0;75;Nouvelle-Aquitaine
Regaz Bordeaux;2021;Gaz;PRO;Petits professionels;I;Industrie;;0;63404.0;727;0.99;0;75;Nouvelle-Aquitaine
Regaz Bordeaux;2021;Gaz;RES;Résidentiel;R;Résidentiel;;0;2190029.0;227438;0.97;0;75;Nouvelle-Aquitaine
Régie Municipale Bazas-Energies;2021;Gaz;RES;Résidentiel;R;Résidentiel;;0;17223.661;1414;0.00893;0;75;Nouvelle-Aquitaine
Régie municipale multiservices de La Réole;2021;Gaz;PRO;Petits professionels;A;Agriculture;;0;879.928;4;0.401;0;75;Nouvelle-Aquitaine
Réseau GDS;2021;Gaz;ENT;Entreprises;I;Industrie;21;Industrie pharmaceutique;66584.0;6;1.0;0;44;Grand Est
Réseau GDS;2021;Gaz;ENT;Entreprises;T;Tertiaire;33;Réparation et installation de machines et d'équipements;6329.0;12;0.994;0;44;Grand Est
Réseau GDS;2021;Gaz;ENT;Entreprises;T;Tertiaire;45;Commerce et réparation d'automobiles et de motocycles;13757.0;21;0.954;0;44;Grand Est
Réseau GDS;2021;Gaz;ENT;Entreprises;T;Tertiaire;47;Commerce de détail, à l'exception des automobiles et des motocycles;41279.0;53;0.955;0;44;Grand Est
Réseau GDS;2021;Gaz;ENT;Entreprises;T;Tertiaire;64;Activités des services financiers, hors assurance et caisses de retraite;6670.0;7;1.0;0;44;Grand Est
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;68;Activités immobilières;404184.561;563;0.0;0;44;Grand Est
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;69;Activités juridiques et comptables;3324.14021;12;0.0;0;44;Grand Est
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";12162.75449;11;0.0;0;44;Grand Est
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;72;Recherche-développement scientifique;19240.5338;13;0.0;0;44;Grand Est
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;73;Publicité et études de marché;90.56691;1;0.0;0;44;Grand Est
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;77;Activités de location et location-bail;17695.47601;11;0.0;0;44;Grand Est
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;79;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;71.42017;1;0.0;0;44;Grand Est
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;81;Services relatifs aux bâtiments et aménagement paysager;69427.7733;92;0.0;0;44;Grand Est
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;84;"Administration publique et défense ; sécurité sociale obligatoire";762655.2044;1053;0.0;0;44;Grand Est
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;88;Action sociale sans hébergement;77973.14759;126;0.0;0;44;Grand Est
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;90;Activités créatives, artistiques et de spectacle;8404.42982;12;0.0;0;44;Grand Est
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;96;Autres services personnels;38708.93351;31;0.0;0;44;Grand Est
GRDF;2020;Gaz;PRO;Petits professionels;T;Tertiaire;;0;1915076.381;41507;0.0;0;44;Grand Est
GRDF;2020;Gaz;ENT;Entreprises;A;Agriculture;1;0;188745.2586;106;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;13;Fabrication de textiles;84084.66812;12;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;17;Industrie du papier et du carton;165516.1391;23;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;18;Imprimerie et reproduction d'enregistrements;13906.97843;10;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;19;Cokéfaction et raffinage;938.30327;1;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;20;Industrie chimique;50419.22112;17;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;21;Industrie pharmaceutique;24584.44301;9;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;245421.198;132;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;26;Fabrication de produits informatiques, électroniques et optiques;20043.87437;13;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;27;Fabrication d'équipements électriques;37941.38574;24;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;30;Fabrication d'autres matériels de transport;59066.33851;21;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;43;Travaux de construction spécialisés;36363.20525;45;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;8;0;15192.50071;4;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;36;Captage, traitement et distribution d'eau;3002.68397;4;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;37;Collecte et traitement des eaux usées;138.01002;1;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;38;"Collecte, traitement et élimination des déchets ; récupération";133208.6916;9;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;46;Commerce de gros, à l'exception des automobiles et des motocycles;211001.7279;124;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;49;Transports terrestres et transport par conduites;77766.92041;27;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;55;Hébergement;26629.46935;72;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;58;Édition;2089.73575;4;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";6734.06158;7;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;73;Publicité et études de marché;84.83327;1;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;80;Enquêtes et sécurité;203.4181;1;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;81;Services relatifs aux bâtiments et aménagement paysager;20857.3395;38;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;82;Activités administratives et autres activités de soutien aux entreprises;14037.31553;20;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;87;Hébergement médico-social et social;128644.521;233;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;91;Bibliothèques, archives, musées et autres activités culturelles;3755.67314;5;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;93;Activités sportives, récréatives et de loisirs;14895.77899;16;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;96;Autres services personnels;22025.32633;27;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;RES;Résidentiel;R;Résidentiel;;0;5792951.553;596297;0.0;0;52;Pays de la Loire
GRDF;2020;Gaz;ENT;Entreprises;A;Agriculture;;0;370501.5229;37;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;A;Agriculture;1;0;507164.9745;127;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;13;Fabrication de textiles;101.00536;1;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;16;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";7064.98786;7;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;18;Imprimerie et reproduction d'enregistrements;4205.79612;6;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;21;Industrie pharmaceutique;38654.99693;5;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;23;Fabrication d'autres produits minéraux non métalliques;46467.35663;16;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;1669896.148;307;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;33;Réparation et installation de machines et d'équipements;29882.54263;10;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;46;Commerce de gros, à l'exception des automobiles et des motocycles;95032.59738;64;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;52;Entreposage et services auxiliaires des transports;15088.3835;11;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;60;Programmation et diffusion;667.19782;1;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;65;Assurance;3178.92979;5;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";2403.15684;9;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;73;Publicité et études de marché;367.4449;1;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;79;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;1316.36137;3;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;84;"Administration publique et défense ; sécurité sociale obligatoire";345648.4223;560;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;87;Hébergement médico-social et social;85239.84403;141;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;91;Bibliothèques, archives, musées et autres activités culturelles;2206.90607;4;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;93;Activités sportives, récréatives et de loisirs;4165.38532;9;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;T;Tertiaire;96;Autres services personnels;37490.66657;22;0.0;0;53;Bretagne
GRDF;2020;Gaz;PRO;Petits professionels;T;Tertiaire;;0;875567.5976;19949;0.0;0;53;Bretagne
GRDF;2020;Gaz;RES;Résidentiel;R;Résidentiel;;0;4656216.717;496134;0.0;0;53;Bretagne
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;;0;748807.5814;109;0.0;0;75;Nouvelle-Aquitaine
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;19;Cokéfaction et raffinage;2928.98996;1;0.0;0;75;Nouvelle-Aquitaine
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;23;Fabrication d'autres produits minéraux non métalliques;175338.8669;45;0.0;0;75;Nouvelle-Aquitaine
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;27;Fabrication d'équipements électriques;61074.4031;23;0.0;0;75;Nouvelle-Aquitaine
GRDF;2020;Gaz;ENT;Entreprises;I;Industrie;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;800155.1152;813;0.0;0;75;Nouvelle-Aquitaine
